"","date","team","opponent","team_score","opponent_score","tournament","city","country","neutral","team_abrv","opponent_abrv"
"30921",2003-11-19,"Kuwait","Portugal",0,8,"Friendly","Leiria","Portugal",FALSE,"KUW","POR"
"30922",2003-11-19,"Singapore","Qatar",0,2,"AFC Asian Cup qualification","Doha","Qatar",FALSE,"SIN","QAT"
"30923",2003-11-19,"Croatia","Slovenia",1,0,"UEFA Euro qualification","Ljubljana","Slovenia",FALSE,"CRO","SVN"
"30924",2003-11-19,"Tajikistan","Thailand",0,1,"AFC Asian Cup qualification","Bangkok","Thailand",FALSE,"TJK","THA"
"30925",2003-11-19,"Cuba","Trinidad and Tobago",1,2,"Friendly","Port of Spain","Trinidad and Tobago",FALSE,"CUB","TRI"
"30926",2003-11-19,"South Africa","Tunisia",0,2,"Friendly","Tunis","Tunisia",FALSE,"RSA","TUN"
"30927",2003-11-19,"Latvia","Turkey",2,2,"UEFA Euro qualification","Istanbul","Turkey",FALSE,"LVA","TUR"
"30928",2003-11-19,"Afghanistan","Turkmenistan",0,11,"FIFA World Cup qualification","Ashgabat","Turkmenistan",FALSE,"AFG","TKM"
"30929",2003-11-19,"Russia","Wales",1,0,"UEFA Euro qualification","Cardiff","Wales",FALSE,"RUS","WAL"
"30930",2003-11-20,"Moldova","Luxembourg",2,1,"Friendly","Hesperange","Luxembourg",FALSE,"MDA","LUX"
"30931",2003-11-21,"Hong Kong","Tajikistan",0,1,"AFC Asian Cup qualification","Bangkok","Thailand",TRUE,"HKG","TJK"
"30932",2003-11-21,"Uzbekistan","Thailand",1,4,"AFC Asian Cup qualification","Bangkok","Thailand",FALSE,"UZB","THA"
"30933",2003-11-22,"Sri Lanka","United Arab Emirates",0,3,"AFC Asian Cup qualification","Dubai","United Arab Emirates",FALSE,"SRI","UAE"
"30934",2003-11-23,"Turkmenistan","Afghanistan",2,0,"FIFA World Cup qualification","Kabul","Afghanistan",FALSE,"TKM","AFG"
"30935",2003-11-26,"Tajikistan","Bangladesh",2,0,"FIFA World Cup qualification","Dhaka","Bangladesh",FALSE,"TJK","BAN"
"30936",2003-11-28,"Lebanon","Iran",0,1,"AFC Asian Cup qualification","Teheran","Iran",FALSE,"LBN","IRN"
"30937",2003-11-28,"Turkmenistan","Syria",1,1,"AFC Asian Cup qualification","Aleppo","Syria",FALSE,"TKM","SYR"
"30938",2003-11-29,"Sri Lanka","Laos",0,0,"FIFA World Cup qualification","Vientiane","Laos",FALSE,"SRI","LAO"
"30939",2003-11-29,"Chinese Taipei","Macau",3,1,"FIFA World Cup qualification","Macau","Macau",FALSE,"TPE","MAC"
"30940",2003-11-29,"Maldives","Mongolia",1,0,"FIFA World Cup qualification","Ulaanbaatar","Mongolia",FALSE,"MDV","MNG"
"30941",2003-11-29,"Kyrgyzstan","Pakistan",2,0,"FIFA World Cup qualification","Karachi","Pakistan",FALSE,"KGZ","PAK"
"30942",2003-11-29,"Qatar","Singapore",2,0,"Friendly","Singapore","Singapore",FALSE,"QAT","SIN"
"30943",2003-11-30,"Bangladesh","Tajikistan",0,2,"FIFA World Cup qualification","Dushanbe","Tajikistan",FALSE,"BAN","TJK"
"30944",2003-11-30,"Eritrea","Uganda",1,2,"CECAFA Cup","Kassala","Sudan",TRUE,"ERI","UGA"
"30945",2003-12-02,"Eritrea","Kenya",2,3,"CECAFA Cup","Kassala","Sudan",TRUE,"ERI","KEN"
"30946",2003-12-03,"Pakistan","Kyrgyzstan",0,4,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE,"PAK","KGZ"
"30947",2003-12-03,"Mongolia","Maldives",0,12,"FIFA World Cup qualification","Malé","Maldives",FALSE,"MNG","MDV"
"30948",2003-12-03,"Laos","Sri Lanka",0,3,"FIFA World Cup qualification","Colombo","Sri Lanka",FALSE,"LAO","SRI"
"30949",2003-12-04,"South Korea","Hong Kong",3,1,"EAFF Championship","Tokyo","Japan",TRUE,"KOR","HKG"
"30950",2003-12-04,"China PR","Japan",0,2,"EAFF Championship","Tokyo","Japan",FALSE,"CHN","JPN"
"30951",2003-12-04,"Rwanda","Sudan",0,3,"CECAFA Cup","Khartoum","Sudan",FALSE,"RWA","SDN"
"30952",2003-12-04,"Kenya","Uganda",1,1,"CECAFA Cup","Kassala","Sudan",TRUE,"KEN","UGA"
"30953",2003-12-05,"Gabon","Congo",2,3,"Friendly","Brazzaville","Congo",FALSE,"GAB","CGO"
"30954",2003-12-07,"China PR","South Korea",0,1,"EAFF Championship","Saitama","Japan",TRUE,"CHN","KOR"
"30955",2003-12-08,"Rwanda","Kenya",1,1,"CECAFA Cup","Khartoum","Sudan",TRUE,"RWA","KEN"
"30956",2003-12-08,"Uganda","Sudan",0,0,"CECAFA Cup","Khartoum","Sudan",FALSE,"UGA","SDN"
"30957",2003-12-09,"Gabon","Congo",1,1,"Friendly","Brazzaville","Congo",FALSE,"GAB","CGO"
"30958",2003-12-10,"Hong Kong","China PR",1,3,"EAFF Championship","Yokohama","Japan",TRUE,"HKG","CHN"
"30959",2003-12-10,"South Korea","Japan",0,0,"EAFF Championship","Yokohama","Japan",FALSE,"KOR","JPN"
"30960",2003-12-10,"Kenya","Sudan",2,1,"CECAFA Cup","Khartoum","Sudan",FALSE,"KEN","SDN"
"30961",2003-12-10,"Rwanda","Uganda",0,2,"CECAFA Cup","Khartoum","Sudan",TRUE,"RWA","UGA"
"30962",2003-12-11,"Gabon","Central African Republic",0,2,"Friendly","Brazzaville","Congo",TRUE,"GAB","CTA"
"30963",2003-12-11,"Poland","Malta",4,0,"Friendly","Attard","Malta",FALSE,"POL","MLT"
"30964",2003-12-12,"Iraq","Bahrain",2,2,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"IRQ","BHR"
"30965",2003-12-12,"Egypt","Kenya",1,0,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"EGY","KEN"
"30966",2003-12-13,"Zimbabwe","Botswana",2,0,"Friendly","Selebi-Phikwe","Botswana",FALSE,"ZIM","BOT"
"30967",2003-12-13,"Gabon","Congo",0,1,"Friendly","Brazzaville","Congo",FALSE,"GAB","CGO"
"30968",2003-12-14,"Poland","Lithuania",3,1,"Friendly","Attard","Malta",TRUE,"POL","LTU"
"30969",2003-12-14,"Azerbaijan","United Arab Emirates",3,3,"Friendly","Dubai","United Arab Emirates",FALSE,"AZE","UAE"
"30970",2003-12-15,"Egypt","Bahrain",1,0,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"EGY","BHR"
"30971",2003-12-15,"Kenya","Iraq",0,2,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"KEN","IRQ"
"30972",2003-12-16,"Lebanon","Kuwait",0,2,"Friendly","Paphos","Cyprus",TRUE,"LBN","KUW"
"30973",2003-12-18,"Kenya","Bahrain",1,2,"Prime Minister's Cup","Riffa","Bahrain",FALSE,"KEN","BHR"
"30974",2003-12-18,"Iraq","Egypt",0,2,"Prime Minister's Cup","Riffa","Bahrain",TRUE,"IRQ","EGY"
"30975",2003-12-18,"Lebanon","Kuwait",0,0,"Friendly","Paphos","Cyprus",TRUE,"LBN","KUW"
"30976",2003-12-20,"Kuwait","Latvia",2,0,"Friendly","Paphos","Cyprus",TRUE,"KUW","LVA"
"30977",2003-12-20,"Estonia","Oman",1,3,"Friendly","Muscat","Oman",FALSE,"EST","OMA"
"30978",2003-12-20,"Azerbaijan","Saudi Arabia",0,1,"Friendly","Riyadh","Saudi Arabia",FALSE,"AZE","KSA"
"30979",2003-12-21,"Iraq","Qatar",0,0,"Friendly","Doha","Qatar",FALSE,"IRQ","QAT"
"30980",2003-12-21,"Kenya","United Arab Emirates",2,2,"Friendly","Abu Dhabi","United Arab Emirates",FALSE,"KEN","UAE"
"30981",2003-12-26,"Barbados","Bermuda",2,1,"Friendly","Hamilton","Bermuda",FALSE,"BRB","BER"
"30982",2003-12-26,"Oman","Kuwait",0,0,"Gulf Cup","Kuwait City","Kuwait",FALSE,"OMA","KUW"
"30983",2003-12-26,"Saudi Arabia","United Arab Emirates",2,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"KSA","UAE"
"30984",2003-12-27,"Haiti","Bahamas",6,0,"Friendly","Miami","United States",TRUE,"HAI","BAH"
"30985",2003-12-27,"Qatar","Bahrain",0,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"QAT","BHR"
"30986",2003-12-28,"Oman","Yemen",1,1,"Gulf Cup","Kuwait City","Kuwait",TRUE,"OMA","YEM"
"30987",2003-12-29,"United Arab Emirates","Kuwait",2,0,"Gulf Cup","Kuwait City","Kuwait",FALSE,"UAE","KUW"
"30988",2003-12-29,"Qatar","Saudi Arabia",0,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"QAT","KSA"
"30989",2003-12-30,"Yemen","Bahrain",1,5,"Gulf Cup","Kuwait City","Kuwait",TRUE,"YEM","BHR"
"30990",2003-12-31,"United Arab Emirates","Oman",0,2,"Gulf Cup","Kuwait City","Kuwait",TRUE,"UAE","OMA"
"30991",2004-01-01,"Saudi Arabia","Bahrain",1,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"KSA","BHR"
"30992",2004-01-01,"Barbados","Bermuda",4,0,"Friendly","Hamilton","Bermuda",FALSE,"BRB","BER"
"30993",2004-01-01,"Yemen","Kuwait",0,4,"Gulf Cup","Kuwait City","Kuwait",FALSE,"YEM","KUW"
"30994",2004-01-03,"Bahrain","Oman",1,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"BHR","OMA"
"30995",2004-01-03,"Qatar","United Arab Emirates",0,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"QAT","UAE"
"30996",2004-01-04,"Saudi Arabia","Kuwait",1,1,"Gulf Cup","Kuwait City","Kuwait",FALSE,"KSA","KUW"
"30997",2004-01-05,"Yemen","Qatar",0,3,"Gulf Cup","Kuwait City","Kuwait",TRUE,"YEM","QAT"
"30998",2004-01-06,"Saudi Arabia","Oman",2,1,"Gulf Cup","Kuwait City","Kuwait",TRUE,"KSA","OMA"
"30999",2004-01-07,"Bahrain","United Arab Emirates",3,1,"Gulf Cup","Kuwait City","Kuwait",TRUE,"BHR","UAE"
"31000",2004-01-08,"Martinique","Cuba",0,0,"Friendly","Havana","Cuba",FALSE,"MTQ","CUB"
"31001",2004-01-08,"Rwanda","Egypt",1,5,"Friendly","Port Said","Egypt",FALSE,"RWA","EGY"
"31002",2004-01-08,"Qatar","Kuwait",2,1,"Gulf Cup","Kuwait City","Kuwait",FALSE,"QAT","KUW"
"31003",2004-01-08,"Saudi Arabia","Yemen",2,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"KSA","YEM"
"31004",2004-01-10,"Bahrain","Kuwait",4,0,"Gulf Cup","Kuwait City","Kuwait",FALSE,"BHR","KUW"
"31005",2004-01-10,"South Africa","Mauritius",0,2,"COSAFA Cup","Curepipe","Mauritius",FALSE,"RSA","MRI"
"31006",2004-01-10,"Curacao","Suriname",1,1,"Friendly","Paramaribo","Suriname",FALSE,"CUW","SUR"
"31007",2004-01-11,"Grenada","Barbados",0,2,"Friendly","Bridgetown","Barbados",FALSE,"GRN","BRB"
"31008",2004-01-11,"Qatar","Oman",0,2,"Gulf Cup","Kuwait City","Kuwait",TRUE,"QAT","OMA"
"31009",2004-01-11,"United Arab Emirates","Yemen",3,0,"Gulf Cup","Kuwait City","Kuwait",TRUE,"UAE","YEM"
"31010",2004-01-14,"DR Congo","Egypt",2,2,"Friendly","Port Said","Egypt",FALSE,"COD","EGY"
"31011",2004-01-14,"Benin","Tunisia",0,2,"Friendly","Houmet Souk","Tunisia",FALSE,"BEN","TUN"
"31012",2004-01-15,"Mali","Algeria",2,0,"Friendly","Algiers","Algeria",FALSE,"MLI","ALG"
"31013",2004-01-16,"Kenya","Libya",0,2,"Friendly","Az Zawiyah","Libya",FALSE,"KEN","LBY"
"31014",2004-01-17,"Suriname","Curacao",0,2,"Friendly","Willemstad","Netherlands Antilles",FALSE,"SUR","CUW"
"31015",2004-01-17,"Burkina Faso","Egypt",1,1,"Friendly","Port Said","Egypt",FALSE,"BFA","EGY"
"31016",2004-01-17,"Benin","Tunisia",1,2,"Friendly","Sfax","Tunisia",FALSE,"BEN","TUN"
"31017",2004-01-18,"Canada","Barbados",1,0,"Friendly","Bridgetown","Barbados",FALSE,"CAN","BRB"
"31018",2004-01-18,"Saint Lucia","Guadeloupe",0,2,"Friendly","Basse-Terre","Guadeloupe",FALSE,"LCA","GLP"
"31019",2004-01-18,"South Africa","Senegal",1,2,"Friendly","Dakar","Senegal",FALSE,"RSA","SEN"
"31020",2004-01-19,"Kenya","Libya",0,2,"Friendly","Tripoli","Libya",FALSE,"KEN","LBY"
"31021",2004-01-20,"Burkina Faso","Guinea",0,1,"Friendly","Toulon","France",TRUE,"BFA","GUI"
"31022",2004-01-22,"Norway","Sweden",3,0,"Lunar New Year Cup","So Kon Po","Hong Kong",TRUE,"NOR","SWE"
"31023",2004-01-24,"Rwanda","Tunisia",1,2,"African Cup of Nations","Radès","Tunisia",FALSE,"RWA","TUN"
"31024",2004-01-25,"Algeria","Cameroon",1,1,"African Cup of Nations","Sousse","Tunisia",TRUE,"ALG","CMR"
"31025",2004-01-25,"Guinea","DR Congo",2,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"GUI","COD"
"31026",2004-01-25,"Honduras","Norway",1,3,"Lunar New Year Cup","So Kon Po","Hong Kong",TRUE,"HON","NOR"
"31027",2004-01-25,"Egypt","Zimbabwe",2,1,"African Cup of Nations","Sfax","Tunisia",TRUE,"EGY","ZIM"
"31028",2004-01-26,"Mali","Kenya",3,1,"African Cup of Nations","Bizerte","Tunisia",TRUE,"MLI","KEN"
"31029",2004-01-26,"Burkina Faso","Senegal",0,0,"African Cup of Nations","Tunis","Tunisia",TRUE,"BFA","SEN"
"31030",2004-01-27,"North Macedonia","China PR",0,0,"Friendly","Yiwu","China PR",FALSE,"MKD","CHN"
"31031",2004-01-27,"Morocco","Nigeria",1,0,"African Cup of Nations","Monastir","Tunisia",TRUE,"MAR","NGA"
"31032",2004-01-27,"Benin","South Africa",0,2,"African Cup of Nations","Sfax","Tunisia",TRUE,"BEN","RSA"
"31033",2004-01-28,"Dominica","British Virgin Islands",1,0,"Friendly","Road Town","British Virgin Islands",FALSE,"DMA","VGB"
"31034",2004-01-28,"Aruba","Curacao",1,6,"Friendly","Willemstad","Netherlands Antilles",FALSE,"ARU","CUW"
"31035",2004-01-28,"Panama","El Salvador",1,1,"Friendly","San Salvador","El Salvador",FALSE,"PAN","SLV"
"31036",2004-01-28,"Guinea","Rwanda",1,1,"African Cup of Nations","Bizerte","Tunisia",TRUE,"GUI","RWA"
"31037",2004-01-28,"Norway","Singapore",5,2,"Friendly","Singapore","Singapore",FALSE,"NOR","SIN"
"31038",2004-01-28,"DR Congo","Tunisia",0,3,"African Cup of Nations","Radès","Tunisia",FALSE,"COD","TUN"
"31039",2004-01-29,"Egypt","Algeria",1,2,"African Cup of Nations","Sousse","Tunisia",TRUE,"EGY","ALG"
"31040",2004-01-29,"Zimbabwe","Cameroon",3,5,"African Cup of Nations","Sfax","Tunisia",TRUE,"ZIM","CMR"
"31041",2004-01-29,"North Macedonia","China PR",0,1,"Friendly","Suzhou","China PR",FALSE,"MKD","CHN"
"31042",2004-01-30,"U.S. Virgin Islands","British Virgin Islands",0,5,"Friendly","Road Town","British Virgin Islands",FALSE,"VIR","VGB"
"31043",2004-01-30,"Mali","Burkina Faso",3,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"MLI","BFA"
"31044",2004-01-30,"Kenya","Senegal",0,3,"African Cup of Nations","Bizerte","Tunisia",TRUE,"KEN","SEN"
"31045",2004-01-31,"U.S. Virgin Islands","Dominica",0,5,"Friendly","Spanish Town","British Virgin Islands",TRUE,"VIR","DMA"
"31046",2004-01-31,"Barbados","Grenada",1,0,"Friendly","St. George's","Grenada",FALSE,"BRB","GRN"
"31047",2004-01-31,"Nicaragua","Haiti",1,1,"Friendly","West Palm Beach","United States",TRUE,"NCA","HAI"
"31048",2004-01-31,"Benin","Morocco",0,4,"African Cup of Nations","Sfax","Tunisia",TRUE,"BEN","MAR"
"31049",2004-01-31,"South Africa","Nigeria",0,4,"African Cup of Nations","Monastir","Tunisia",TRUE,"RSA","NGA"
"31050",2004-02-01,"Dominica","British Virgin Islands",2,1,"Friendly","Road Town","British Virgin Islands",FALSE,"DMA","VGB"
"31051",2004-02-01,"DR Congo","Rwanda",0,1,"African Cup of Nations","Bizerte","Tunisia",TRUE,"COD","RWA"
"31052",2004-02-01,"Guinea","Tunisia",1,1,"African Cup of Nations","Radès","Tunisia",FALSE,"GUI","TUN"
"31053",2004-02-02,"Kenya","Burkina Faso",3,0,"African Cup of Nations","Bizerte","Tunisia",TRUE,"KEN","BFA"
"31054",2004-02-02,"Mali","Senegal",1,1,"African Cup of Nations","Tunis","Tunisia",TRUE,"MLI","SEN"
"31055",2004-02-03,"Zimbabwe","Algeria",2,1,"African Cup of Nations","Sousse","Tunisia",TRUE,"ZIM","ALG"
"31056",2004-02-03,"Egypt","Cameroon",0,0,"African Cup of Nations","Monastir","Tunisia",TRUE,"EGY","CMR"
"31057",2004-02-03,"Finland","China PR",1,2,"Friendly","Guangzhou","China PR",FALSE,"FIN","CHN"
"31058",2004-02-04,"South Africa","Morocco",1,1,"African Cup of Nations","Sousse","Tunisia",TRUE,"RSA","MAR"
"31059",2004-02-04,"Benin","Nigeria",1,2,"African Cup of Nations","Sfax","Tunisia",TRUE,"BEN","NGA"
"31060",2004-02-07,"Finland","China PR",1,2,"Friendly","Shenzhen","China PR",FALSE,"FIN","CHN"
"31061",2004-02-07,"Malaysia","Japan",0,4,"Friendly","Kashima","Japan",FALSE,"MAS","JPN"
"31062",2004-02-07,"Guinea","Mali",1,2,"African Cup of Nations","Tunis","Tunisia",TRUE,"GUI","MLI"
"31063",2004-02-07,"Senegal","Tunisia",0,1,"African Cup of Nations","Radès","Tunisia",FALSE,"SEN","TUN"
"31064",2004-02-08,"Nigeria","Cameroon",2,1,"African Cup of Nations","Monastir","Tunisia",TRUE,"NGA","CMR"
"31065",2004-02-08,"Bahrain","Lebanon",1,2,"Friendly","Beirut","Lebanon",FALSE,"BHR","LBN"
"31066",2004-02-08,"Algeria","Morocco",1,3,"African Cup of Nations","Sfax","Tunisia",TRUE,"ALG","MAR"
"31067",2004-02-08,"Saint Vincent and the Grenadines","Saint Lucia",2,1,"Friendly","Castries","Saint Lucia",FALSE,"VCT","LCA"
"31068",2004-02-10,"Trinidad and Tobago","Bermuda",1,0,"Friendly","Hamilton","Bermuda",FALSE,"TRI","BER"
"31069",2004-02-11,"Mali","Morocco",0,4,"African Cup of Nations","Sousse","Tunisia",TRUE,"MLI","MAR"
"31070",2004-02-11,"Nigeria","Tunisia",1,1,"African Cup of Nations","Radès","Tunisia",FALSE,"NGA","TUN"
"31071",2004-02-12,"Trinidad and Tobago","Bermuda",2,2,"Friendly","Hamilton","Bermuda",FALSE,"TRI","BER"
"31072",2004-02-12,"Iraq","Japan",0,2,"Friendly","Tokyo","Japan",FALSE,"IRQ","JPN"
"31073",2004-02-12,"Indonesia","Jordan",1,2,"Friendly","Amman","Jordan",FALSE,"IDN","JOR"
"31074",2004-02-13,"Mali","Nigeria",1,2,"African Cup of Nations","Monastir","Tunisia",TRUE,"MLI","NGA"
"31075",2004-02-13,"Bahrain","Qatar",0,2,"Friendly","Doha","Qatar",FALSE,"BHR","QAT"
"31076",2004-02-14,"Oman","South Korea",0,5,"Friendly","Ulsan","South Korea",FALSE,"OMA","KOR"
"31077",2004-02-14,"Moldova","Malta",0,0,"Malta International Tournament","Attard","Malta",FALSE,"MDA","MLT"
"31078",2004-02-14,"Morocco","Tunisia",1,2,"African Cup of Nations","Radès","Tunisia",FALSE,"MAR","TUN"
"31079",2004-02-15,"Guyana","Barbados",2,0,"Friendly","Bridgetown","Barbados",FALSE,"GUY","BRB"
"31080",2004-02-16,"Estonia","Malta",2,5,"Malta International Tournament","Attard","Malta",FALSE,"EST","MLT"
"31081",2004-02-18,"Sweden","Albania",1,2,"Friendly","Tirana","Albania",FALSE,"SWE","ALB"
"31082",2004-02-18,"Curacao","Antigua and Barbuda",0,2,"FIFA World Cup qualification","St. John's","Antigua and Barbuda",FALSE,"CUW","ATG"
"31083",2004-02-18,"Syria","Bahrain",1,2,"FIFA World Cup qualification","Muharraq","Bahrain",FALSE,"SYR","BHR"
"31084",2004-02-18,"France","Belgium",2,0,"Friendly","Brussels","Belgium",FALSE,"FRA","BEL"
"31085",2004-02-18,"Kuwait","China PR",0,1,"FIFA World Cup qualification","Guangzhou","China PR",FALSE,"KUW","CHN"
"31086",2004-02-18,"Germany","Croatia",2,1,"Friendly","Split","Croatia",FALSE,"GER","CRO"
"31087",2004-02-18,"Belarus","Cyprus",2,0,"Cyprus International Tournament","Achna","Cyprus",FALSE,"BLR","CYP"
"31088",2004-02-18,"Moldova","Estonia",0,1,"Malta International Tournament","Attard","Malta",TRUE,"MDA","EST"
"31089",2004-02-18,"Bulgaria","Greece",0,2,"Friendly","Athens","Greece",FALSE,"BUL","GRE"
"31090",2004-02-18,"Turks and Caicos Islands","Haiti",0,5,"FIFA World Cup qualification","Miami","United States",TRUE,"TCA","HAI"
"31091",2004-02-18,"Colombia","Honduras",1,1,"Friendly","Tegucigalpa","Honduras",FALSE,"COL","HON"
"31092",2004-02-18,"Armenia","Hungary",0,2,"Cyprus International Tournament","Paphos","Cyprus",TRUE,"ARM","HUN"
"31093",2004-02-18,"Singapore","India",0,1,"FIFA World Cup qualification","Margao","India",FALSE,"SIN","IND"
"31094",2004-02-18,"Qatar","Iran",1,3,"FIFA World Cup qualification","Teheran","Iran",FALSE,"QAT","IRN"
"31095",2004-02-18,"Brazil","Republic of Ireland",0,0,"Friendly","Dublin","Republic of Ireland",FALSE,"BRA","IRL"
"31096",2004-02-18,"Czech Republic","Italy",2,2,"Friendly","Palermo","Italy",FALSE,"CZE","ITA"
"31097",2004-02-18,"Uruguay","Jamaica",0,2,"Friendly","Kingston","Jamaica",FALSE,"URU","JAM"
"31098",2004-02-18,"Oman","Japan",0,1,"FIFA World Cup qualification","Saitama","Japan",FALSE,"OMA","JPN"
"31099",2004-02-18,"Laos","Jordan",0,5,"FIFA World Cup qualification","Amman","Jordan",FALSE,"LAO","JOR"
"31100",2004-02-18,"Lebanon","South Korea",0,2,"FIFA World Cup qualification","Suwon","South Korea",FALSE,"LBN","KOR"
"31101",2004-02-18,"Tajikistan","Kyrgyzstan",2,1,"FIFA World Cup qualification","Bishkek","Kyrgyzstan",FALSE,"TJK","KGZ"
"31102",2004-02-18,"Kazakhstan","Latvia",1,3,"Cyprus International Tournament","Larnaca","Cyprus",TRUE,"KAZ","LVA"
"31103",2004-02-18,"Ukraine","Libya",1,1,"Friendly","Tripoli","Libya",FALSE,"UKR","LBY"
"31104",2004-02-18,"Bosnia and Herzegovina","North Macedonia",0,1,"Friendly","Skopje","North Macedonia",FALSE,"BIH","MKD"
"31105",2004-02-18,"Hong Kong","Malaysia",3,1,"FIFA World Cup qualification","Kuantan","Malaysia",FALSE,"HKG","MAS"
"31106",2004-02-18,"Chile","Mexico",1,1,"Friendly","Carson","United States",TRUE,"CHI","MEX"
"31107",2004-02-18,"Switzerland","Morocco",1,2,"Friendly","Rabat","Morocco",FALSE,"SUI","MAR"
"31108",2004-02-18,"United States","Netherlands",0,1,"Friendly","Amsterdam","Netherlands",FALSE,"USA","NED"
"31109",2004-02-18,"Norway","Northern Ireland",4,1,"Friendly","Belfast","Northern Ireland",FALSE,"NOR","NIR"
"31110",2004-02-18,"Chinese Taipei","Palestine",0,8,"FIFA World Cup qualification","al-Wakrah","Qatar",TRUE,"TPE","PLE"
"31111",2004-02-18,"Slovenia","Poland",0,2,"Friendly","San Fernando","Spain",TRUE,"SVN","POL"
"31112",2004-02-18,"England","Portugal",1,1,"Friendly","Faro","Portugal",FALSE,"ENG","POR"
"31113",2004-02-18,"Georgia","Romania",0,3,"Cyprus International Tournament","Larnaca","Cyprus",TRUE,"GEO","ROU"
"31114",2004-02-18,"Indonesia","Saudi Arabia",0,3,"FIFA World Cup qualification","Riyadh","Saudi Arabia",FALSE,"IDN","KSA"
"31115",2004-02-18,"Peru","Spain",1,2,"Friendly","Barcelona","Spain",FALSE,"PER","ESP"
"31116",2004-02-18,"Sri Lanka","Turkmenistan",0,2,"FIFA World Cup qualification","Ashgabat","Turkmenistan",FALSE,"SRI","TKM"
"31117",2004-02-18,"Thailand","United Arab Emirates",0,1,"FIFA World Cup qualification","Al Ain","United Arab Emirates",FALSE,"THA","UAE"
"31118",2004-02-18,"Iraq","Uzbekistan",1,1,"FIFA World Cup qualification","Tashkent","Uzbekistan",FALSE,"IRQ","UZB"
"31119",2004-02-18,"Australia","Venezuela",1,1,"Friendly","Caracas","Venezuela",FALSE,"AUS","VEN"
"31120",2004-02-18,"Maldives","Vietnam",0,4,"FIFA World Cup qualification","Hanoi","Vietnam",FALSE,"MDV","VIE"
"31121",2004-02-18,"Saint Kitts and Nevis","U.S. Virgin Islands",4,0,"FIFA World Cup qualification","Charlotte Amalie","U.S. Virgin Islands",FALSE,"KNA","VIR"
"31122",2004-02-18,"Scotland","Wales",0,4,"Friendly","Cardiff","Wales",FALSE,"SCO","WAL"
"31123",2004-02-18,"North Korea","Yemen",1,1,"FIFA World Cup qualification","Sana'a","Yemen",FALSE,"PRK","YEM"
"31124",2004-02-19,"Georgia","Cyprus",1,3,"Cyprus International Tournament","Nicosia","Cyprus",FALSE,"GEO","CYP"
"31125",2004-02-19,"Armenia","Kazakhstan",3,3,"Cyprus International Tournament","Paphos","Cyprus",TRUE,"ARM","KAZ"
"31126",2004-02-19,"Hungary","Latvia",2,1,"Cyprus International Tournament","Limassol","Cyprus",TRUE,"HUN","LVA"
"31127",2004-02-21,"Latvia","Belarus",1,4,"Cyprus International Tournament","Larnaca","Cyprus",TRUE,"LVA","BLR"
"31128",2004-02-21,"Kazakhstan","Cyprus",1,2,"Cyprus International Tournament","Limassol","Cyprus",FALSE,"KAZ","CYP"
"31129",2004-02-21,"Armenia","Georgia",2,0,"Cyprus International Tournament","Nicosia","Cyprus",TRUE,"ARM","GEO"
"31130",2004-02-21,"Faroe Islands","Poland",0,6,"Friendly","San Fernando","Spain",TRUE,"FRO","POL"
"31131",2004-02-21,"Haiti","Turks and Caicos Islands",2,0,"FIFA World Cup qualification","Hialeah","United States",TRUE,"HAI","TCA"
"31132",2004-02-22,"Saint Lucia","British Virgin Islands",1,0,"FIFA World Cup qualification","Road Town","British Virgin Islands",FALSE,"LCA","VGB"
"31133",2004-02-22,"Cuba","Cayman Islands",2,1,"FIFA World Cup qualification","George Town","Cayman Islands",FALSE,"CUB","CAY"
"31134",2004-02-24,"Luxembourg","Faroe Islands",2,4,"Friendly","San Fernando","Spain",TRUE,"LUX","FRO"
"31135",2004-02-28,"Suriname","Aruba",2,1,"FIFA World Cup qualification","Oranjestad","Aruba",FALSE,"SUR","ARU"
"31136",2004-02-28,"Guyana","Grenada",0,5,"FIFA World Cup qualification","St. George's","Grenada",FALSE,"GUY","GRN"
"31137",2004-02-28,"Botswana","Lesotho",0,0,"COSAFA Cup","Maseru","Lesotho",FALSE,"BOT","LES"
"31138",2004-02-29,"Montserrat","Bermuda",0,13,"FIFA World Cup qualification","Hamilton","Bermuda",FALSE,"MSR","BER"
"31139",2004-02-29,"Haiti","Nicaragua",1,1,"Friendly","Estelí","Nicaragua",FALSE,"HAI","NCA"
"31140",2004-03-02,"Guyana","Trinidad and Tobago",0,1,"Friendly","Macoya","Trinidad and Tobago",FALSE,"GUY","TRI"
